id,created_at,text
826598937549271042,2017-02-01 01:11:58,#JusticeGorsuch #SCOTUS https://t.co/Y96Hi2bbIj
826597924385804293,2017-02-01 01:07:57,RT @GorsuchFacts: BREAKING: @POTUS Trump has nominated Judge Neil Gorsuch for #SCOTUS! #JusticeGorsuch https://t.co/Ugj1Kv3Xp2
826593262743986181,2017-02-01 00:49:25,Join me live from the @WhiteHouse as I announce my nomination for United States Supreme Court Justice.… https://t.co/mrcsCu7VhP
826591537891069952,2017-02-01 00:42:34,RT @realDonaldTrump: Getting ready to deliver a VERY IMPORTANT DECISION!  8:00 P.M.
826549073515773952,2017-01-31 21:53:50,"Join me live from the @WhiteHouse at 8:00pm tonight. #SCOTUS 
https://t.co/7OJvZaW0Y7 https://t.co/nJyeYyACQ1"
826540972758675458,2017-01-31 21:21:38,Highlights From The President’s Listening Session With Pharmaceutical Industry Leaders at the @WhiteHouse today:… https://t.co/RVWVuIRN77
826505081101103104,2017-01-31 18:59:01,Today I met with pharmaceutical executives at the @WhiteHouse...https://t.co/T1L7e8pHG1 https://t.co/MDr9b7rBhN
826438893239156737,2017-01-31 14:36:01,RT @realDonaldTrump: When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No won…
826438887631372290,2017-01-31 14:35:59,RT @realDonaldTrump: Nancy Pelosi and Fake Tears Chuck Schumer held a rally  at the steps of The Supreme Court and mic did not work (a mess…
826259197700481028,2017-01-31 02:41:58,Statement on the Appointment of Dana Boente as Acting Attorney General: https://t.co/fkAWOmnrsP
826233872853630976,2017-01-31 01:01:20,RT @realDonaldTrump: The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now…
826187614160039942,2017-01-30 21:57:31,RT @VP: Grateful to welcome King Abdullah II of Jordan this morning as first foreign leader to visit VP Residence. https://t.co/LXjWcD8jRi
826175148441100289,2017-01-30 21:07:59,"RT @realDonaldTrump: The American dream is back. We’re going to create an environment for small business like we haven’t had in many, many…"
826142435042525184,2017-01-30 18:58:00,"White House Press Briefing: 
https://t.co/08IOPWcGOO"
826073779029827584,2017-01-30 14:25:11,RT @realDonaldTrump: Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?
826073769382903808,2017-01-30 14:25:08,RT @realDonaldTrump: I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesd…
826073702718652416,2017-01-30 14:24:53,"RT @realDonaldTrump: Only 109 people out of 325,000 were detained and held for questioning. Big problems at airports were caused by Delta c…"
826073698234949632,2017-01-30 14:24:52,RT @realDonaldTrump: protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE…
825851046945779712,2017-01-29 23:40:07,RT @realDonaldTrump: I will be interviewed by @TheBrodyFile on @CBNNews tonight at 11pm. Enjoy!
825845574008205312,2017-01-29 23:18:22,Statement Regarding Recent Executive Order Concerning Extreme Vetting: https://t.co/junoy06y2R
825789700199837696,2017-01-29 19:36:21,RT @realDonaldTrump: Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!
825708298091556864,2017-01-29 14:12:53,"RT @realDonaldTrump: Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the wor…"
825518176041566208,2017-01-29 01:37:25,RT @VP: Welcomed my good friend Governor @EricGreitens to the White House today. He is doing a great job for the people of Missouri. https:…
825518052993286144,2017-01-29 01:36:55,Presidential Memorandum Organization of the National Security Council and the Homeland Security Council:… https://t.co/2UO7MSc1bx
825516865271296000,2017-01-29 01:32:12,Presidential Memorandum Plan to Defeat the Islamic State of Iraq and Syria: https://t.co/MWvPlRQ8ZI https://t.co/1IkgK8wEWF
825516492917727234,2017-01-29 01:30:43,Executive Order: ETHICS COMMITMENTS BY EXECUTIVE BRANCH APPOINTEES: https://t.co/0T7rvbEdAJ https://t.co/Z9fZd4jlCg
825475066959896576,2017-01-28 22:46:07,RT @WhiteHouse: .@POTUS @realDonaldTrump- speaking with Australian Prime Minister Malcolm Turnbull from the Oval Office. https://t.co/6rDjo…
825461893485707264,2017-01-28 21:53:46,Signed some additional executive orders in the Oval Office moments ago- https://t.co/fgIaVW5aJD
825435318778212352,2017-01-28 20:08:10,YOUR WEEKLY ADDRESS: https://t.co/iCUns5IOJ5
825413496317804546,2017-01-28 18:41:27,RT @netanyahu: President Trump is right. I built a wall along Israel's southern border. It stopped all illegal immigration. Great success.…
825368826921484288,2017-01-28 15:43:57,"RT @realDonaldTrump: Today, we remember the crew of the Space Shuttle Challenger, 31 years later. #NeverForget https://t.co/OhshQsFRfl"
825187398644547584,2017-01-28 03:43:01,I will be America's greatest defender and most loyal champion. -DJT https://t.co/wukJ6YqvLu
825145230324277248,2017-01-28 00:55:28,RT @realDonaldTrump: I promise that our administration will ALWAYS have your back. We will ALWAYS be with you! https://t.co/D0aOWhOH4X
825101348802789376,2017-01-27 22:01:05,RT @realDonaldTrump: Congratulations Secretary Mattis! https://t.co/mkuhbegzqS
825085862861996032,2017-01-27 20:59:33,Joint Statement on U.S. - Mexico Relations: https://t.co/wPWdC9K0xj
825076062417723392,2017-01-27 20:20:37,RT @realDonaldTrump: Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk
825057047976800256,2017-01-27 19:05:03,An honor to have U.K. Prime Minister @theresa_may join me at the @WhiteHouse. #ICYMI- our joint press conference:… https://t.co/xitinAQyPQ
825018214614700033,2017-01-27 16:30:45,RT @realDonaldTrump: .@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! https://t.co/1jb53SEGV4
825017330736496640,2017-01-27 16:27:14,RT @realDonaldTrump: The #MarchForLife is so important. To all of you marching --- you have my full support!
824977251846541312,2017-01-27 13:47:58,RT @realDonaldTrump: Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &amp; little help on the very weak border m…
824956253625581568,2017-01-27 12:24:32,'People want protection and a wall protects. All you have to do is ask Israel...' @realDonaldTrump https://t.co/QeTbiJpaDY
824767564421165057,2017-01-26 23:54:45,RT @realDonaldTrump: Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! https://t.co/MtPvaDC4jM
824766185501757440,2017-01-26 23:49:16,"'President Trump Releases National School Choice Week Proclamation'
https://t.co/BUbZ4D1umR"
824765721821446144,2017-01-26 23:47:26,RT @realDonaldTrump: Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy!
824765391369015298,2017-01-26 23:46:07,RT @VP: Honored to meet with Pro-Life leaders in my office tonight. Just told them I look forward to addressing National @March_for_Life on…
824698838170685441,2017-01-26 19:21:39,"RT @realDonaldTrump: Spoke at the Congressional @GOP Retreat in Philadelphia, PA. this afternoon w/ @VP, @SenateMajLdr, @SpeakerRyan. Thank…"
824623556784955392,2017-01-26 14:22:31,RT @realDonaldTrump: The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA w…
824623550636122112,2017-01-26 14:22:29,"RT @realDonaldTrump: of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel…"
824623494751260672,2017-01-26 14:22:16,"RT @realDonaldTrump: Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a…"
824475138712305665,2017-01-26 04:32:45,I will be making my Supreme Court pick on Thursday of next week. Thank you! -DJT
824440493241237504,2017-01-26 02:15:05,"RT @realDonaldTrump: As your President, I have no higher duty than to protect the lives of the American people. https://t.co/o7YNUNwb8f"
824438147744403457,2017-01-26 02:05:46,.@VP Mike Pence administers the oath of office to Secretary John F. Kelly @DHSgov this afternoon. https://t.co/RNa3DsAsPe
824407761131806720,2017-01-26 00:05:01,"RT @realDonaldTrump: Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov: https:…"
824377991170031617,2017-01-25 22:06:43,RT @realDonaldTrump: I will be interviewed by @DavidMuir tonight at 10 o'clock on @ABC. Will be my first interview from the White House. En…
824268525862879232,2017-01-25 14:51:45,Great! #Dow20K https://t.co/wXFhXBLgag
824125060885651458,2017-01-25 05:21:40,"RT @realDonaldTrump: If Chicago doesn't fix the horrible ""carnage"" going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I w…"
824055959534366720,2017-01-25 00:47:05,RT @realDonaldTrump: Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIg…
823990663222018048,2017-01-24 20:27:37,Meeting with members of the Senate leadership at the @WhiteHouse now with @VP Pence. https://t.co/SjpbTV1ysS
823950841451335683,2017-01-24 17:49:23,RT @realDonaldTrump: Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Office…
823939474430328832,2017-01-24 17:04:13,"RT @realDonaldTrump: Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA! https://t.co/…"
823937981115486208,2017-01-24 16:58:17,RT @realDonaldTrump: A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas! https://t.co/Uzp0iv…
823871247473840128,2017-01-24 12:33:06,RT @realDonaldTrump: Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here…
823696070819586048,2017-01-24 00:57:01,⚡️THANK YOU to my amazing family for their support since I announced my candidacy on 6/16/2015. -DJT https://t.co/Db6titMVtq
823640194884706307,2017-01-23 21:14:59,"INAUGURAL ADDRESS
https://t.co/GqsWAqtzWD https://t.co/tSDTDs62mc"
823584358271434753,2017-01-23 17:33:07,"TOGETHER we can save American JOBS, American LIVES, and American FUTURES. 
#AmericaFirst🇺🇸 https://t.co/EWgWWs6noT"
823500708204998656,2017-01-23 12:00:43,Busy week planned with a heavy focus on jobs &amp; national security. Top executives coming in at 9 A.M. to talk manufacturing in America. -DJT
823380672463208448,2017-01-23 04:03:44,"NO DREAM is too big, NO CHALLENGE is too great. Nothing we want for our future is BEYOND OUR REACH. #AmericaFirst🇺🇸 https://t.co/BGuVX4C1LH"
823339257284755470,2017-01-23 01:19:10,RT @VP: Law enforcement worked tirelessly to secure the inauguration. Today the President &amp; I thanked them during a reception at The @White…
823297018605006848,2017-01-22 22:31:20,It was an honor to host our amazing teams of law enforcement at the @WhiteHouse this afternoon. @VP Pence and I are… https://t.co/vSh2kRt6YI
823269672103645189,2017-01-22 20:42:40,RT @VP: It is my distinct honor to administer the Oath of Office to this group of talented men &amp; women as Assistants to President @realDona…
823002391951900674,2017-01-22 03:00:35,Thank you for the prayers &amp; continued blessings upon our country during the National Prayer Service this morning.… https://t.co/ao2ZfS2kLh
822855801400414211,2017-01-21 17:18:05,"I am honored to serve you, the great American People, as your 45th President of the United States! https://t.co/BVtt7lSrlA"
822669219968020481,2017-01-21 04:56:41,"RT @realDonaldTrump: THANK YOU for another wonderful evening in Washington, D.C. TOGETHER, we will MAKE AMERICA GREAT AGAIN🇺🇸 https://t.co/…"
822631230944460801,2017-01-21 02:25:43,"January 20th 2017, will be remembered as the day the people became the rulers of this nation again!… https://t.co/xb9o2g6dP3"
822606593808277504,2017-01-21 00:47:49,Signing documents to allow Mattis and Kelly to be sworn into Cabinet and an executive order on #Obamacare.… https://t.co/bjAtY0Q1Km
822572484742488065,2017-01-20 22:32:17,"On behalf of my entire family, THANK YOU! #InaugurationDay https://t.co/v2nEMoanIX"
822521968465416192,2017-01-20 19:11:33,"#InaugurationDay Speech🇺🇸
https://t.co/2h8yWMYQz9 https://t.co/Q9u8n9vez2"
